image_id	image_path	level	mode	image_idx	node_id	label	prompt_text	path_labels	clip_cosine
003231.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003231.jpg	6	path	93	tm-ff3bvate	noyade de Pharaon	a religious painting of noyade de Pharaon, a Moïse (sujets) in sujet	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> noyade de Pharaon	0.2874062657356262
003231.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003231.jpg	6	raw	93	tm-ff3bvate	noyade de Pharaon	noyade de Pharaon	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> noyade de Pharaon	0.20317095518112183
003231.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003231.jpg	6	template	93	tm-ff3bvate	noyade de Pharaon	a religious painting of noyade de Pharaon	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> noyade de Pharaon	0.2796323895454407
003389.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003389.jpg	6	path	96	tm-anlidr2a	rencontre d'Abraham et de Melchisédech	a religious painting of rencontre d'Abraham et de Melchisédech, a Abraham (sujets) in sujet	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> rencontre d'Abraham et de Melchisédech	0.2888476252555847
003389.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003389.jpg	6	raw	96	tm-anlidr2a	rencontre d'Abraham et de Melchisédech	rencontre d'Abraham et de Melchisédech	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> rencontre d'Abraham et de Melchisédech	0.2575172185897827
003389.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003389.jpg	6	template	96	tm-anlidr2a	rencontre d'Abraham et de Melchisédech	a religious painting of rencontre d'Abraham et de Melchisédech	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> rencontre d'Abraham et de Melchisédech	0.284396231174469
003413.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003413.jpg	6	path	97	tm-2tegbe8v	Moïse et Aaron devant Pharaon	a religious painting of Moïse et Aaron devant Pharaon, a Moïse (sujets) in sujet	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> Moïse et Aaron devant Pharaon	0.2947619557380676
003413.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003413.jpg	6	raw	97	tm-2tegbe8v	Moïse et Aaron devant Pharaon	Moïse et Aaron devant Pharaon	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> Moïse et Aaron devant Pharaon	0.2427515834569931
003413.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003413.jpg	6	template	97	tm-2tegbe8v	Moïse et Aaron devant Pharaon	a religious painting of Moïse et Aaron devant Pharaon	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> Moïse et Aaron devant Pharaon	0.2864772081375122
003438.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003438.jpg	6	path	98	tm-pbqc6t9c	sacrifice de Manoah	a religious painting of sacrifice de Manoah, a Samson (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> sacrifice de Manoah	0.24992141127586365
003438.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003438.jpg	6	raw	98	tm-pbqc6t9c	sacrifice de Manoah	sacrifice de Manoah	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> sacrifice de Manoah	0.2162746787071228
003438.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003438.jpg	6	template	98	tm-pbqc6t9c	sacrifice de Manoah	a religious painting of sacrifice de Manoah	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> sacrifice de Manoah	0.2790393829345703
003464.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003464.jpg	6	path	99	tm-jeisdvb3	psaume 39 : David se condamnant au silence	a religious painting of psaume 39 : David se condamnant au silence, a David (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> psaume 39 : David se condamnant au silence	0.27711954712867737
003464.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003464.jpg	6	raw	99	tm-jeisdvb3	psaume 39 : David se condamnant au silence	psaume 39 : David se condamnant au silence	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> psaume 39 : David se condamnant au silence	0.18486787378787994
003464.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003464.jpg	6	template	99	tm-jeisdvb3	psaume 39 : David se condamnant au silence	a religious painting of psaume 39 : David se condamnant au silence	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> psaume 39 : David se condamnant au silence	0.2712038457393646
003666.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003666.jpg	6	path	107	tm-2y7hhu4n	septième sceau de l'Apocalypse : remise des trompettes	a religious painting of septième sceau de l'Apocalypse : remise des trompettes, a ouverture des sept sceaux in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> ouverture des sept sceaux -> septième sceau de l'Apocalypse : remise des trompettes	0.29302236437797546
003666.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003666.jpg	6	raw	107	tm-2y7hhu4n	septième sceau de l'Apocalypse : remise des trompettes	septième sceau de l'Apocalypse : remise des trompettes	sujet -> Bible -> Nouveau Testament -> Apocalypse -> ouverture des sept sceaux -> septième sceau de l'Apocalypse : remise des trompettes	0.1918761432170868
003666.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003666.jpg	6	template	107	tm-2y7hhu4n	septième sceau de l'Apocalypse : remise des trompettes	a religious painting of septième sceau de l'Apocalypse : remise des trompettes	sujet -> Bible -> Nouveau Testament -> Apocalypse -> ouverture des sept sceaux -> septième sceau de l'Apocalypse : remise des trompettes	0.29566890001296997
003698.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003698.jpg	6	path	108	tm-h78uswml	adoration de l'agneau divin sur le mont Sion	a religious painting of adoration de l'agneau divin sur le mont Sion, a vision de l'agneau, moisson et vendange divines in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> vision de l'agneau, moisson et vendange divines -> adoration de l'agneau divin sur le mont Sion	0.27522051334381104
003698.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003698.jpg	6	raw	108	tm-h78uswml	adoration de l'agneau divin sur le mont Sion	adoration de l'agneau divin sur le mont Sion	sujet -> Bible -> Nouveau Testament -> Apocalypse -> vision de l'agneau, moisson et vendange divines -> adoration de l'agneau divin sur le mont Sion	0.23423221707344055
003698.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003698.jpg	6	template	108	tm-h78uswml	adoration de l'agneau divin sur le mont Sion	a religious painting of adoration de l'agneau divin sur le mont Sion	sujet -> Bible -> Nouveau Testament -> Apocalypse -> vision de l'agneau, moisson et vendange divines -> adoration de l'agneau divin sur le mont Sion	0.2622603178024292
003721.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003721.jpg	6	path	109	tm-sgsqrkgw	première résurrection	a religious painting of première résurrection, a triomphe du Christ in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> triomphe du Christ -> première résurrection	0.25981414318084717
003721.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003721.jpg	6	raw	109	tm-sgsqrkgw	première résurrection	première résurrection	sujet -> Bible -> Nouveau Testament -> Apocalypse -> triomphe du Christ -> première résurrection	0.17489120364189148
003721.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003721.jpg	6	template	109	tm-sgsqrkgw	première résurrection	a religious painting of première résurrection	sujet -> Bible -> Nouveau Testament -> Apocalypse -> triomphe du Christ -> première résurrection	0.26410171389579773
003909.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003909.jpg	6	path	116	tm-e6nmw8m2	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	a religious painting of cinquième trompette de l'Apocalypse : sauterelles à tête humaine, a sonneries des sept trompettes in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> sonneries des sept trompettes -> cinquième trompette de l'Apocalypse : sauterelles à tête humaine	0.31122007966041565
003909.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003909.jpg	6	raw	116	tm-e6nmw8m2	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	sujet -> Bible -> Nouveau Testament -> Apocalypse -> sonneries des sept trompettes -> cinquième trompette de l'Apocalypse : sauterelles à tête humaine	0.21579128503799438
003909.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003909.jpg	6	template	116	tm-e6nmw8m2	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	a religious painting of cinquième trompette de l'Apocalypse : sauterelles à tête humaine	sujet -> Bible -> Nouveau Testament -> Apocalypse -> sonneries des sept trompettes -> cinquième trompette de l'Apocalypse : sauterelles à tête humaine	0.30569976568222046
004060.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004060.jpg	6	path	119	tm-zxmvxnnw	Joab tuant Absalom	a religious painting of Joab tuant Absalom, a David (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> Joab tuant Absalom	0.28570517897605896
004060.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004060.jpg	6	raw	119	tm-zxmvxnnw	Joab tuant Absalom	Joab tuant Absalom	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> Joab tuant Absalom	0.21856172382831573
004060.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004060.jpg	6	template	119	tm-zxmvxnnw	Joab tuant Absalom	a religious painting of Joab tuant Absalom	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> Joab tuant Absalom	0.2610270082950592
004326.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004326.jpg	6	path	126	tm-aslmkhsp	arrestation du christ	a religious painting of arrestation du christ, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> arrestation du christ	0.21785898506641388
004326.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004326.jpg	6	raw	126	tm-aslmkhsp	arrestation du christ	arrestation du christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> arrestation du christ	0.2327031046152115
004326.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004326.jpg	6	template	126	tm-aslmkhsp	arrestation du christ	a religious painting of arrestation du christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> arrestation du christ	0.19784772396087646
004436.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004436.jpg	6	path	129	tm-jbk9lrul	adoration des mages	a religious painting of adoration des mages, a enfance in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> adoration des mages	0.2821761965751648
004436.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004436.jpg	6	raw	129	tm-jbk9lrul	adoration des mages	adoration des mages	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> adoration des mages	0.2998654246330261
004436.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004436.jpg	6	template	129	tm-jbk9lrul	adoration des mages	a religious painting of adoration des mages	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> adoration des mages	0.2876726984977722
004461.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004461.jpg	6	path	130	tm-4xxwfoco	incrédulité de saint Thomas	a religious painting of incrédulité de saint Thomas, a résurrection (sujets) in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> incrédulité de saint Thomas	0.2681543231010437
004461.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004461.jpg	6	raw	130	tm-4xxwfoco	incrédulité de saint Thomas	incrédulité de saint Thomas	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> incrédulité de saint Thomas	0.21720217168331146
004461.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004461.jpg	6	template	130	tm-4xxwfoco	incrédulité de saint Thomas	a religious painting of incrédulité de saint Thomas	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> incrédulité de saint Thomas	0.25524184107780457
004565.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004565.jpg	6	path	133	tm-sw7yity5	création d'adam	a religious painting of création d'adam, a Création (sujets) in sujet	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'adam	0.2777200937271118
004565.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004565.jpg	6	raw	133	tm-intsras3	création d'Ève	création d'Ève	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.19427454471588135
004565.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004565.jpg	6	template	133	tm-intsras3	création d'Ève	a religious painting of création d'Ève	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.2686069905757904
004665.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004665.jpg	6	path	136	tm-frszntoo	Pentecôte	a religious painting of Pentecôte, a résurrection (sujets) in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> Pentecôte	0.30372971296310425
004665.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004665.jpg	6	raw	136	tm-frszntoo	Pentecôte	Pentecôte	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> Pentecôte	0.16053780913352966
004665.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004665.jpg	6	template	136	tm-frszntoo	Pentecôte	a religious painting of Pentecôte	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> Pentecôte	0.29580825567245483
004994.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004994.jpg	6	path	144	tm-2r5rz84v	Samson massacrant les Philistins	a religious painting of Samson massacrant les Philistins, a Samson (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Samson massacrant les Philistins	0.2647808790206909
004994.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004994.jpg	6	raw	144	tm-2r5rz84v	Samson massacrant les Philistins	Samson massacrant les Philistins	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Samson massacrant les Philistins	0.267167329788208
004994.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004994.jpg	6	template	144	tm-2r5rz84v	Samson massacrant les Philistins	a religious painting of Samson massacrant les Philistins	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Samson massacrant les Philistins	0.251395583152771
005019.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005019.jpg	6	path	145	tm-ovvtgfbh	Samson triomphant du lion	a religious painting of Samson triomphant du lion, a Samson (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Samson triomphant du lion	0.2855144739151001
005019.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005019.jpg	6	raw	145	tm-ovvtgfbh	Samson triomphant du lion	Samson triomphant du lion	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Samson triomphant du lion	0.2658461332321167
005019.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005019.jpg	6	template	145	tm-ovvtgfbh	Samson triomphant du lion	a religious painting of Samson triomphant du lion	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Samson triomphant du lion	0.2709302604198456
005537.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005537.jpg	6	path	157	tm-gjmmi6am	Christ dépouillé de ses vêtements	a religious painting of Christ dépouillé de ses vêtements, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Christ dépouillé de ses vêtements	0.2900276184082031
005537.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005537.jpg	6	raw	157	tm-gjmmi6am	Christ dépouillé de ses vêtements	Christ dépouillé de ses vêtements	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Christ dépouillé de ses vêtements	0.25635334849357605
005537.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005537.jpg	6	template	157	tm-gjmmi6am	Christ dépouillé de ses vêtements	a religious painting of Christ dépouillé de ses vêtements	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Christ dépouillé de ses vêtements	0.2725720703601837
005960.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005960.jpg	6	path	170	tm-c57opdwj	résurrection du Christ	a religious painting of résurrection du Christ, a résurrection (sujets) in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> résurrection du Christ	0.21322709321975708
005960.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005960.jpg	6	raw	170	tm-c57opdwj	résurrection du Christ	résurrection du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> résurrection du Christ	0.19044041633605957
005960.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005960.jpg	6	template	170	tm-c57opdwj	résurrection du Christ	a religious painting of résurrection du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> résurrection du Christ	0.20376601815223694
006116.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006116.jpg	6	path	176	tm-a82fhexi	entrée du Christ à Jérusalem	a religious painting of entrée du Christ à Jérusalem, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> entrée du Christ à Jérusalem	0.2372078001499176
006116.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006116.jpg	6	raw	176	tm-a82fhexi	entrée du Christ à Jérusalem	entrée du Christ à Jérusalem	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> entrée du Christ à Jérusalem	0.16143640875816345
006116.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006116.jpg	6	template	176	tm-a82fhexi	entrée du Christ à Jérusalem	a religious painting of entrée du Christ à Jérusalem	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> entrée du Christ à Jérusalem	0.2334635853767395
006277.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006277.jpg	6	path	181	tm-zn8ypys2	crucifiement du Christ	a religious painting of crucifiement du Christ, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.22930842638015747
006277.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006277.jpg	6	raw	181	tm-zn8ypys2	crucifiement du Christ	crucifiement du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.2636197805404663
006277.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006277.jpg	6	template	181	tm-zn8ypys2	crucifiement du Christ	a religious painting of crucifiement du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.2251550853252411
006480.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006480.jpg	6	path	189	tm-pknvkipc	Adam et Ève chassés du Paradis terrestre	a religious painting of Adam et Ève chassés du Paradis terrestre, a Adam et Ève in sujet	sujet -> Bible -> Ancien Testament -> Genèse -> Adam et Ève -> Adam et Ève chassés du Paradis terrestre	0.27877742052078247
006480.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006480.jpg	6	raw	189	tm-pknvkipc	Adam et Ève chassés du Paradis terrestre	Adam et Ève chassés du Paradis terrestre	sujet -> Bible -> Ancien Testament -> Genèse -> Adam et Ève -> Adam et Ève chassés du Paradis terrestre	0.2009410709142685
006480.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006480.jpg	6	template	189	tm-pknvkipc	Adam et Ève chassés du Paradis terrestre	a religious painting of Adam et Ève chassés du Paradis terrestre	sujet -> Bible -> Ancien Testament -> Genèse -> Adam et Ève -> Adam et Ève chassés du Paradis terrestre	0.2671509385108948
006505.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006505.jpg	6	path	190	tm-cwvsgqgm	dérision du Christ	a religious painting of dérision du Christ, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> dérision du Christ	0.23839505016803741
006505.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006505.jpg	6	raw	190	tm-cwvsgqgm	dérision du Christ	dérision du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> dérision du Christ	0.2228483408689499
006505.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006505.jpg	6	template	190	tm-cwvsgqgm	dérision du Christ	a religious painting of dérision du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> dérision du Christ	0.22921445965766907
006677.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006677.jpg	6	path	195	tm-5xjmovwd	Vierge à l'enfant	a religious painting of Vierge à l'enfant, a Vierge et Vierge a l'enfant in sujet	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.29911094903945923
006677.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006677.jpg	6	raw	195	tm-5xjmovwd	Vierge à l'enfant	Vierge à l'enfant	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.2541796565055847
006677.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006677.jpg	6	template	195	tm-5xjmovwd	Vierge à l'enfant	a religious painting of Vierge à l'enfant	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.29348915815353394
006736.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006736.jpg	6	path	197	tm-gkq8yjcq	ange de Smyrne	a religious painting of ange de Smyrne, a messages aux sept Églises d'Asie in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> messages aux sept Églises d'Asie -> ange de Smyrne	0.30625155568122864
006736.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006736.jpg	6	raw	197	tm-gkq8yjcq	ange de Smyrne	ange de Smyrne	sujet -> Bible -> Nouveau Testament -> Apocalypse -> messages aux sept Églises d'Asie -> ange de Smyrne	0.22220082581043243
006736.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006736.jpg	6	template	197	tm-gkq8yjcq	ange de Smyrne	a religious painting of ange de Smyrne	sujet -> Bible -> Nouveau Testament -> Apocalypse -> messages aux sept Églises d'Asie -> ange de Smyrne	0.27094829082489014
006766.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006766.jpg	6	path	198	tm-e6nmw8m2	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	a religious painting of cinquième trompette de l'Apocalypse : sauterelles à tête humaine, a sonneries des sept trompettes in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> sonneries des sept trompettes -> cinquième trompette de l'Apocalypse : sauterelles à tête humaine	0.30793991684913635
006766.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006766.jpg	6	raw	198	tm-e6nmw8m2	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	sujet -> Bible -> Nouveau Testament -> Apocalypse -> sonneries des sept trompettes -> cinquième trompette de l'Apocalypse : sauterelles à tête humaine	0.20185346901416779
006766.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006766.jpg	6	template	198	tm-e6nmw8m2	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	a religious painting of cinquième trompette de l'Apocalypse : sauterelles à tête humaine	sujet -> Bible -> Nouveau Testament -> Apocalypse -> sonneries des sept trompettes -> cinquième trompette de l'Apocalypse : sauterelles à tête humaine	0.29654890298843384
006798.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006798.jpg	6	path	199	tm-3tmpspdf	ange jetant une meule dans la mer	a religious painting of ange jetant une meule dans la mer, a prostituée et destruction de Babylone in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> prostituée et destruction de Babylone -> ange jetant une meule dans la mer	0.2423088550567627
006798.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006798.jpg	6	raw	199	tm-3tmpspdf	ange jetant une meule dans la mer	ange jetant une meule dans la mer	sujet -> Bible -> Nouveau Testament -> Apocalypse -> prostituée et destruction de Babylone -> ange jetant une meule dans la mer	0.14688625931739807
006798.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006798.jpg	6	template	199	tm-3tmpspdf	ange jetant une meule dans la mer	a religious painting of ange jetant une meule dans la mer	sujet -> Bible -> Nouveau Testament -> Apocalypse -> prostituée et destruction de Babylone -> ange jetant une meule dans la mer	0.2523283064365387
