image_idx	image_path	image_id	level	mode	node_id	label	prompt_text	path_labels	clip_cosine
86	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002992.jpg	002992.jpg	6	raw	tm-l8d4jyi2	mise au tombeau du Christ	mise au tombeau du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> mise au tombeau du Christ	0.2928481698036194
86	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002992.jpg	002992.jpg	6	template	tm-l8d4jyi2	mise au tombeau du Christ	a religious painting of mise au tombeau du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> mise au tombeau du Christ	0.284443199634552
86	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002992.jpg	002992.jpg	6	path	tm-l8d4jyi2	mise au tombeau du Christ	a religious painting of mise au tombeau du Christ, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> mise au tombeau du Christ	0.28727981448173523
86	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002992.jpg	002992.jpg	6	raw	tm-ys34yzrj	descente de croix du Christ	descente de croix du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> descente de croix du Christ	0.2518446147441864
86	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002992.jpg	002992.jpg	6	template	tm-ys34yzrj	descente de croix du Christ	a religious painting of descente de croix du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> descente de croix du Christ	0.2656164765357971
86	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002992.jpg	002992.jpg	6	path	tm-ys34yzrj	descente de croix du Christ	a religious painting of descente de croix du Christ, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> descente de croix du Christ	0.27023470401763916
86	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002992.jpg	002992.jpg	6	raw	tm-zn8ypys2	crucifiement du Christ	crucifiement du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.33083629608154297
86	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002992.jpg	002992.jpg	6	template	tm-zn8ypys2	crucifiement du Christ	a religious painting of crucifiement du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.31875452399253845
86	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\002992.jpg	002992.jpg	6	path	tm-zn8ypys2	crucifiement du Christ	a religious painting of crucifiement du Christ, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.3168308734893799
93	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003231.jpg	003231.jpg	6	raw	tm-exhwdwhu	passage de la mer Rouge	passage de la mer Rouge	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> passage de la mer Rouge	0.17881110310554504
93	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003231.jpg	003231.jpg	6	template	tm-exhwdwhu	passage de la mer Rouge	a religious painting of passage de la mer Rouge	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> passage de la mer Rouge	0.25779449939727783
93	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003231.jpg	003231.jpg	6	path	tm-exhwdwhu	passage de la mer Rouge	a religious painting of passage de la mer Rouge, a Moïse (sujets) in sujet	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> passage de la mer Rouge	0.279022753238678
93	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003231.jpg	003231.jpg	6	raw	tm-ff3bvate	noyade de Pharaon	noyade de Pharaon	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> noyade de Pharaon	0.20317095518112183
93	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003231.jpg	003231.jpg	6	template	tm-ff3bvate	noyade de Pharaon	a religious painting of noyade de Pharaon	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> noyade de Pharaon	0.2796323895454407
93	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003231.jpg	003231.jpg	6	path	tm-ff3bvate	noyade de Pharaon	a religious painting of noyade de Pharaon, a Moïse (sujets) in sujet	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> noyade de Pharaon	0.2874062657356262
96	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003389.jpg	003389.jpg	6	raw	tm-anlidr2a	rencontre d'Abraham et de Melchisédech	rencontre d'Abraham et de Melchisédech	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> rencontre d'Abraham et de Melchisédech	0.2575172185897827
96	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003389.jpg	003389.jpg	6	template	tm-anlidr2a	rencontre d'Abraham et de Melchisédech	a religious painting of rencontre d'Abraham et de Melchisédech	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> rencontre d'Abraham et de Melchisédech	0.284396231174469
96	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003389.jpg	003389.jpg	6	path	tm-anlidr2a	rencontre d'Abraham et de Melchisédech	a religious painting of rencontre d'Abraham et de Melchisédech, a Abraham (sujets) in sujet	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> rencontre d'Abraham et de Melchisédech	0.2888476252555847
97	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003413.jpg	003413.jpg	6	raw	tm-2tegbe8v	Moïse et Aaron devant Pharaon	Moïse et Aaron devant Pharaon	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> Moïse et Aaron devant Pharaon	0.2427515834569931
97	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003413.jpg	003413.jpg	6	template	tm-2tegbe8v	Moïse et Aaron devant Pharaon	a religious painting of Moïse et Aaron devant Pharaon	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> Moïse et Aaron devant Pharaon	0.2864772081375122
97	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003413.jpg	003413.jpg	6	path	tm-2tegbe8v	Moïse et Aaron devant Pharaon	a religious painting of Moïse et Aaron devant Pharaon, a Moïse (sujets) in sujet	sujet -> Bible -> Ancien Testament -> Exode -> Moïse (sujets) -> Moïse et Aaron devant Pharaon	0.2947619557380676
98	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003438.jpg	003438.jpg	6	raw	tm-33zaykh4	annonce de la naissance de Samson	annonce de la naissance de Samson	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> annonce de la naissance de Samson	0.19161933660507202
98	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003438.jpg	003438.jpg	6	template	tm-33zaykh4	annonce de la naissance de Samson	a religious painting of annonce de la naissance de Samson	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> annonce de la naissance de Samson	0.24959765374660492
98	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003438.jpg	003438.jpg	6	path	tm-33zaykh4	annonce de la naissance de Samson	a religious painting of annonce de la naissance de Samson, a Samson (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> annonce de la naissance de Samson	0.2345612496137619
98	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003438.jpg	003438.jpg	6	raw	tm-pbqc6t9c	sacrifice de Manoah	sacrifice de Manoah	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> sacrifice de Manoah	0.2162746787071228
98	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003438.jpg	003438.jpg	6	template	tm-pbqc6t9c	sacrifice de Manoah	a religious painting of sacrifice de Manoah	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> sacrifice de Manoah	0.2790393829345703
98	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003438.jpg	003438.jpg	6	path	tm-pbqc6t9c	sacrifice de Manoah	a religious painting of sacrifice de Manoah, a Samson (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> sacrifice de Manoah	0.24992141127586365
99	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003464.jpg	003464.jpg	6	raw	tm-jeisdvb3	psaume 39 : David se condamnant au silence	psaume 39 : David se condamnant au silence	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> psaume 39 : David se condamnant au silence	0.18486787378787994
99	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003464.jpg	003464.jpg	6	template	tm-jeisdvb3	psaume 39 : David se condamnant au silence	a religious painting of psaume 39 : David se condamnant au silence	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> psaume 39 : David se condamnant au silence	0.2712038457393646
99	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003464.jpg	003464.jpg	6	path	tm-jeisdvb3	psaume 39 : David se condamnant au silence	a religious painting of psaume 39 : David se condamnant au silence, a David (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> psaume 39 : David se condamnant au silence	0.27711954712867737
107	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003666.jpg	003666.jpg	6	raw	tm-2y7hhu4n	septième sceau de l'Apocalypse : remise des trompettes	septième sceau de l'Apocalypse : remise des trompettes	sujet -> Bible -> Nouveau Testament -> Apocalypse -> ouverture des sept sceaux -> septième sceau de l'Apocalypse : remise des trompettes	0.1918761432170868
107	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003666.jpg	003666.jpg	6	template	tm-2y7hhu4n	septième sceau de l'Apocalypse : remise des trompettes	a religious painting of septième sceau de l'Apocalypse : remise des trompettes	sujet -> Bible -> Nouveau Testament -> Apocalypse -> ouverture des sept sceaux -> septième sceau de l'Apocalypse : remise des trompettes	0.29566890001296997
107	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003666.jpg	003666.jpg	6	path	tm-2y7hhu4n	septième sceau de l'Apocalypse : remise des trompettes	a religious painting of septième sceau de l'Apocalypse : remise des trompettes, a ouverture des sept sceaux in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> ouverture des sept sceaux -> septième sceau de l'Apocalypse : remise des trompettes	0.29302236437797546
108	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003698.jpg	003698.jpg	6	raw	tm-h78uswml	adoration de l'agneau divin sur le mont Sion	adoration de l'agneau divin sur le mont Sion	sujet -> Bible -> Nouveau Testament -> Apocalypse -> vision de l'agneau, moisson et vendange divines -> adoration de l'agneau divin sur le mont Sion	0.23423221707344055
108	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003698.jpg	003698.jpg	6	template	tm-h78uswml	adoration de l'agneau divin sur le mont Sion	a religious painting of adoration de l'agneau divin sur le mont Sion	sujet -> Bible -> Nouveau Testament -> Apocalypse -> vision de l'agneau, moisson et vendange divines -> adoration de l'agneau divin sur le mont Sion	0.2622603178024292
108	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003698.jpg	003698.jpg	6	path	tm-h78uswml	adoration de l'agneau divin sur le mont Sion	a religious painting of adoration de l'agneau divin sur le mont Sion, a vision de l'agneau, moisson et vendange divines in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> vision de l'agneau, moisson et vendange divines -> adoration de l'agneau divin sur le mont Sion	0.27522051334381104
109	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003721.jpg	003721.jpg	6	raw	tm-sgsqrkgw	première résurrection	première résurrection	sujet -> Bible -> Nouveau Testament -> Apocalypse -> triomphe du Christ -> première résurrection	0.17489120364189148
109	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003721.jpg	003721.jpg	6	template	tm-sgsqrkgw	première résurrection	a religious painting of première résurrection	sujet -> Bible -> Nouveau Testament -> Apocalypse -> triomphe du Christ -> première résurrection	0.26410171389579773
109	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003721.jpg	003721.jpg	6	path	tm-sgsqrkgw	première résurrection	a religious painting of première résurrection, a triomphe du Christ in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> triomphe du Christ -> première résurrection	0.25981414318084717
116	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003909.jpg	003909.jpg	6	raw	tm-e6nmw8m2	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	sujet -> Bible -> Nouveau Testament -> Apocalypse -> sonneries des sept trompettes -> cinquième trompette de l'Apocalypse : sauterelles à tête humaine	0.21579128503799438
116	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003909.jpg	003909.jpg	6	template	tm-e6nmw8m2	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	a religious painting of cinquième trompette de l'Apocalypse : sauterelles à tête humaine	sujet -> Bible -> Nouveau Testament -> Apocalypse -> sonneries des sept trompettes -> cinquième trompette de l'Apocalypse : sauterelles à tête humaine	0.30569976568222046
116	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\003909.jpg	003909.jpg	6	path	tm-e6nmw8m2	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	a religious painting of cinquième trompette de l'Apocalypse : sauterelles à tête humaine, a sonneries des sept trompettes in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> sonneries des sept trompettes -> cinquième trompette de l'Apocalypse : sauterelles à tête humaine	0.31122007966041565
119	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004060.jpg	004060.jpg	6	raw	tm-zxmvxnnw	Joab tuant Absalom	Joab tuant Absalom	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> Joab tuant Absalom	0.21856172382831573
119	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004060.jpg	004060.jpg	6	template	tm-zxmvxnnw	Joab tuant Absalom	a religious painting of Joab tuant Absalom	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> Joab tuant Absalom	0.2610270082950592
119	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004060.jpg	004060.jpg	6	path	tm-zxmvxnnw	Joab tuant Absalom	a religious painting of Joab tuant Absalom, a David (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> Joab tuant Absalom	0.28570517897605896
126	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004326.jpg	004326.jpg	6	raw	tm-aslmkhsp	arrestation du christ	arrestation du christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> arrestation du christ	0.2327031046152115
126	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004326.jpg	004326.jpg	6	template	tm-aslmkhsp	arrestation du christ	a religious painting of arrestation du christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> arrestation du christ	0.19784772396087646
126	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004326.jpg	004326.jpg	6	path	tm-aslmkhsp	arrestation du christ	a religious painting of arrestation du christ, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> arrestation du christ	0.21785898506641388
129	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004436.jpg	004436.jpg	6	raw	tm-kgblaf2c	jugement de Salomon	jugement de Salomon	sujet -> Bible -> Ancien Testament -> les Rois -> Salomon (sujets) -> jugement de Salomon	0.2068009376525879
129	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004436.jpg	004436.jpg	6	template	tm-kgblaf2c	jugement de Salomon	a religious painting of jugement de Salomon	sujet -> Bible -> Ancien Testament -> les Rois -> Salomon (sujets) -> jugement de Salomon	0.2637101113796234
129	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004436.jpg	004436.jpg	6	path	tm-kgblaf2c	jugement de Salomon	a religious painting of jugement de Salomon, a Salomon (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Rois -> Salomon (sujets) -> jugement de Salomon	0.2672154903411865
129	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004436.jpg	004436.jpg	6	raw	tm-jbk9lrul	adoration des mages	adoration des mages	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> adoration des mages	0.2998654246330261
129	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004436.jpg	004436.jpg	6	template	tm-jbk9lrul	adoration des mages	a religious painting of adoration des mages	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> adoration des mages	0.2876726984977722
129	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004436.jpg	004436.jpg	6	path	tm-jbk9lrul	adoration des mages	a religious painting of adoration des mages, a enfance in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> adoration des mages	0.2821761965751648
130	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004461.jpg	004461.jpg	6	raw	tm-4xxwfoco	incrédulité de saint Thomas	incrédulité de saint Thomas	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> incrédulité de saint Thomas	0.21720217168331146
130	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004461.jpg	004461.jpg	6	template	tm-4xxwfoco	incrédulité de saint Thomas	a religious painting of incrédulité de saint Thomas	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> incrédulité de saint Thomas	0.25524184107780457
130	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004461.jpg	004461.jpg	6	path	tm-4xxwfoco	incrédulité de saint Thomas	a religious painting of incrédulité de saint Thomas, a résurrection (sujets) in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> incrédulité de saint Thomas	0.2681543231010437
133	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004565.jpg	004565.jpg	6	raw	tm-intsras3	création d'Ève	création d'Ève	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.19427454471588135
133	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004565.jpg	004565.jpg	6	template	tm-intsras3	création d'Ève	a religious painting of création d'Ève	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.2686069905757904
133	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004565.jpg	004565.jpg	6	path	tm-intsras3	création d'Ève	a religious painting of création d'Ève, a Création (sujets) in sujet	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.2711660861968994
133	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004565.jpg	004565.jpg	6	raw	tm-sw7yity5	création d'adam	création d'adam	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'adam	0.18516767024993896
133	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004565.jpg	004565.jpg	6	template	tm-sw7yity5	création d'adam	a religious painting of création d'adam	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'adam	0.2645006775856018
133	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004565.jpg	004565.jpg	6	path	tm-sw7yity5	création d'adam	a religious painting of création d'adam, a Création (sujets) in sujet	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'adam	0.2777200937271118
136	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004665.jpg	004665.jpg	6	raw	tm-frszntoo	Pentecôte	Pentecôte	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> Pentecôte	0.16053780913352966
136	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004665.jpg	004665.jpg	6	template	tm-frszntoo	Pentecôte	a religious painting of Pentecôte	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> Pentecôte	0.29580825567245483
136	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004665.jpg	004665.jpg	6	path	tm-frszntoo	Pentecôte	a religious painting of Pentecôte, a résurrection (sujets) in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> Pentecôte	0.30372971296310425
144	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004994.jpg	004994.jpg	6	raw	tm-2r5rz84v	Samson massacrant les Philistins	Samson massacrant les Philistins	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Samson massacrant les Philistins	0.267167329788208
144	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004994.jpg	004994.jpg	6	template	tm-2r5rz84v	Samson massacrant les Philistins	a religious painting of Samson massacrant les Philistins	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Samson massacrant les Philistins	0.251395583152771
144	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004994.jpg	004994.jpg	6	path	tm-2r5rz84v	Samson massacrant les Philistins	a religious painting of Samson massacrant les Philistins, a Samson (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Samson massacrant les Philistins	0.2647808790206909
145	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005019.jpg	005019.jpg	6	raw	tm-ovvtgfbh	Samson triomphant du lion	Samson triomphant du lion	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Samson triomphant du lion	0.2658461332321167
145	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005019.jpg	005019.jpg	6	template	tm-ovvtgfbh	Samson triomphant du lion	a religious painting of Samson triomphant du lion	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Samson triomphant du lion	0.2709302604198456
145	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005019.jpg	005019.jpg	6	path	tm-ovvtgfbh	Samson triomphant du lion	a religious painting of Samson triomphant du lion, a Samson (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Samson triomphant du lion	0.2855144739151001
157	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005537.jpg	005537.jpg	6	raw	tm-gjmmi6am	Christ dépouillé de ses vêtements	Christ dépouillé de ses vêtements	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Christ dépouillé de ses vêtements	0.25635334849357605
157	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005537.jpg	005537.jpg	6	template	tm-gjmmi6am	Christ dépouillé de ses vêtements	a religious painting of Christ dépouillé de ses vêtements	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Christ dépouillé de ses vêtements	0.2725720703601837
157	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005537.jpg	005537.jpg	6	path	tm-gjmmi6am	Christ dépouillé de ses vêtements	a religious painting of Christ dépouillé de ses vêtements, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Christ dépouillé de ses vêtements	0.2900276184082031
170	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005960.jpg	005960.jpg	6	raw	tm-c57opdwj	résurrection du Christ	résurrection du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> résurrection du Christ	0.19044041633605957
170	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005960.jpg	005960.jpg	6	template	tm-c57opdwj	résurrection du Christ	a religious painting of résurrection du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> résurrection du Christ	0.20376601815223694
170	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005960.jpg	005960.jpg	6	path	tm-c57opdwj	résurrection du Christ	a religious painting of résurrection du Christ, a résurrection (sujets) in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> résurrection du Christ	0.21322709321975708
176	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006116.jpg	006116.jpg	6	raw	tm-a82fhexi	entrée du Christ à Jérusalem	entrée du Christ à Jérusalem	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> entrée du Christ à Jérusalem	0.16143640875816345
176	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006116.jpg	006116.jpg	6	template	tm-a82fhexi	entrée du Christ à Jérusalem	a religious painting of entrée du Christ à Jérusalem	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> entrée du Christ à Jérusalem	0.2334635853767395
176	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006116.jpg	006116.jpg	6	path	tm-a82fhexi	entrée du Christ à Jérusalem	a religious painting of entrée du Christ à Jérusalem, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> entrée du Christ à Jérusalem	0.2372078001499176
181	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006277.jpg	006277.jpg	6	raw	tm-zn8ypys2	crucifiement du Christ	crucifiement du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.2636197805404663
181	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006277.jpg	006277.jpg	6	template	tm-zn8ypys2	crucifiement du Christ	a religious painting of crucifiement du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.2251550853252411
181	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006277.jpg	006277.jpg	6	path	tm-zn8ypys2	crucifiement du Christ	a religious painting of crucifiement du Christ, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.22930842638015747
