Image	timel_ids	timel_labels	timel_ids_list	timel_labels_list	_image_value	image_path_by_name	_image_idx	image_path_by_idx	image_path	timel_label_from_id	timel_label_list_from_ids	row_label_ids	level_3_labels	level_3_text	level_4_labels	level_4_text	level_5_labels	level_5_text	level_6_labels	level_6_text	level_7_labels	level_7_text	level_8_labels	level_8_text	_clip_text	taxonomy_level	clip_text	clip_pair_logit	clip_pair_cosine	num_level_labels	pred_index	pred_timel_label	pred_proba
006277.jpg	tm-hwbpfzqq;tm-f4sqsvcv;tm-kkotaquv;tm-mqvexyu4;tm-zn8ypys2;tm-mykxfew8;tm-vkxz23az;tm-ssrd3vfj	Christ;Vierge;saint Jean;croix;crucifiement du Christ;douleur;crucifixion;sang	"[""tm-hwbpfzqq"", ""tm-f4sqsvcv"", ""tm-kkotaquv"", ""tm-mqvexyu4"", ""tm-zn8ypys2"", ""tm-mykxfew8"", ""tm-vkxz23az"", ""tm-ssrd3vfj""]"	"[""Christ"", ""Vierge"", ""saint Jean"", ""croix"", ""crucifiement du Christ"", ""douleur"", ""crucifixion"", ""sang""]"	006277.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006277.jpg	6277	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006277.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006277.jpg		"['moustique', 'moustique', 'balance', 'hérisson', 'balance', ""sainte Radegonde demandant à saint Médard d'être ordonnée diaconesse"", 'château']"	['tm-hwbpfzqq', 'tm-f4sqsvcv', 'tm-kkotaquv', 'tm-mqvexyu4', 'tm-zn8ypys2', 'tm-mykxfew8', 'tm-vkxz23az', 'tm-ssrd3vfj', '4', '8', '2', '23', '3']	['Christ', 'croix', 'douleur', 'crucifixion', 'sang']	Christ; croix; douleur; crucifixion; sang	['Vierge', 'saint Jean']	Vierge; saint Jean	[]		['crucifiement du Christ']	crucifiement du Christ	[]		[]		crucifiement du Christ	6	crucifiement du Christ	26.36198	0.2636198	1	2268	combat entre Judas Maccabée et les ennemis d'Israël	0.38105205
006480.jpg	tm-msmpj5ea;tm-vdencmrw;tm-hwbpfzqq;tm-wqg2nktt;tm-2b8xmpjy;tm-lrtrk3vk;tm-nbx9bzha;tm-5vghyucs;tm-vkekjzsk;tm-pknvkipc;tm-f7ixh9g3;tm-xp8bg6f5;tm-43nkeriq;tm-kqw7yngn	Adam;Ève;Christ;ange;quenouille;faux;vêtement;architecture;porte;Adam et Ève chassés du Paradis terrestre;départ;chute;châtiment;Paradis	"[""tm-msmpj5ea"", ""tm-vdencmrw"", ""tm-hwbpfzqq"", ""tm-wqg2nktt"", ""tm-2b8xmpjy"", ""tm-lrtrk3vk"", ""tm-nbx9bzha"", ""tm-5vghyucs"", ""tm-vkekjzsk"", ""tm-pknvkipc"", ""tm-f7ixh9g3"", ""tm-xp8bg6f5"", ""tm-43nkeriq"", ""tm-kqw7yngn""]"	"[""Adam"", ""Ève"", ""Christ"", ""ange"", ""quenouille"", ""faux"", ""vêtement"", ""architecture"", ""porte"", ""Adam et Ève chassés du Paradis terrestre"", ""départ"", ""chute"", ""châtiment"", ""Paradis""]"	006480.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006480.jpg	6480	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006480.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006480.jpg		['juin', 'hérisson', 'hérisson', 'balance', 'château', 'mortier', 'juin', 'tables de la loi', 'mortier', 'château', 'balance', 'anatomie', 'juin', 'sommeil', 'tables de la loi']	['tm-msmpj5ea', 'tm-vdencmrw', 'tm-hwbpfzqq', 'tm-wqg2nktt', 'tm-2b8xmpjy', 'tm-lrtrk3vk', 'tm-nbx9bzha', 'tm-5vghyucs', 'tm-vkekjzsk', 'tm-pknvkipc', 'tm-f7ixh9g3', 'tm-xp8bg6f5', 'tm-43nkeriq', 'tm-kqw7yngn', '5', '2', '8', '3', '9', '7', '6', '43']	['Ève', 'Christ', 'quenouille', 'faux', 'vêtement', 'architecture', 'porte', 'départ', 'chute', 'châtiment']	Ève; Christ; quenouille; faux; vêtement; architecture; porte; départ; chute; châtiment	['Adam', 'ange', 'Paradis']	Adam; ange; Paradis	[]		['Adam et Ève chassés du Paradis terrestre']	Adam et Ève chassés du Paradis terrestre	[]		[]		Adam et Ève chassés du Paradis terrestre	6	Adam et Ève chassés du Paradis terrestre	20.094107	0.20094107	1	2136	mages devant l'étoile annonçant la naissance du Christ	0.2301325
006505.jpg	tm-hwbpfzqq;tm-h5p48lfk;tm-nbx9bzha;tm-5vghyucs;tm-brqtzl8a;tm-cwvsgqgm;tm-ie8wpjhx	Christ;soldat;vêtement;architecture;lance;dérision du Christ;coup	"[""tm-hwbpfzqq"", ""tm-h5p48lfk"", ""tm-nbx9bzha"", ""tm-5vghyucs"", ""tm-brqtzl8a"", ""tm-cwvsgqgm"", ""tm-ie8wpjhx""]"	"[""Christ"", ""soldat"", ""vêtement"", ""architecture"", ""lance"", ""dérision du Christ"", ""coup""]"	006505.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006505.jpg	6505	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006505.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006505.jpg		"['juin', ""ange déversant la troisième coupe de l'Apocalypse"", 'mortier', 'juin', 'balance', 'balance']"	['tm-hwbpfzqq', 'tm-h5p48lfk', 'tm-nbx9bzha', 'tm-5vghyucs', 'tm-brqtzl8a', 'tm-cwvsgqgm', 'tm-ie8wpjhx', '5', '48', '9', '8']	['Christ', 'vêtement', 'architecture', 'lance', 'coup']	Christ; vêtement; architecture; lance; coup	['soldat']	soldat	[]		['dérision du Christ']	dérision du Christ	[]		[]		dérision du Christ	6	dérision du Christ	22.284836	0.22284836	1	1405	Louis IV d'Outremer	0.19649257
006677.jpg	tm-hwbpfzqq;tm-f4sqsvcv;tm-5vghyucs;tm-5xjmovwd;tm-yvibsb3p	Christ;Vierge;architecture;Vierge à l'enfant;paon	"[""tm-hwbpfzqq"", ""tm-f4sqsvcv"", ""tm-5vghyucs"", ""tm-5xjmovwd"", ""tm-yvibsb3p""]"	"[""Christ"", ""Vierge"", ""architecture"", ""Vierge à l'enfant"", ""paon""]"	006677.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006677.jpg	6677	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006677.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006677.jpg		['moustique', 'juin', 'juin', 'château']	['tm-hwbpfzqq', 'tm-f4sqsvcv', 'tm-5vghyucs', 'tm-5xjmovwd', 'tm-yvibsb3p', '4', '5', '3']	['Christ', 'architecture']	Christ; architecture	['Vierge', 'paon']	Vierge; paon	[]		"[""Vierge à l'enfant""]"	Vierge à l'enfant	[]		[]		Vierge à l'enfant	6	Vierge à l'enfant	25.417965	0.25417966	1	1196	Vierge de miséricorde	0.03801608
006736.jpg	tm-wqg2nktt;tm-kkotaquv;tm-g3shdfgs;tm-havgveuu;tm-mqvexyu4;tm-gkq8yjcq;tm-8zyq8qe4;tm-3jv6cemc;tm-iv4xh9vr;tm-vverukbu	ange;saint Jean;église (architecture);livre;croix;ange de Smyrne;reproche;annonce;don;Smyrne	"[""tm-wqg2nktt"", ""tm-kkotaquv"", ""tm-g3shdfgs"", ""tm-havgveuu"", ""tm-mqvexyu4"", ""tm-gkq8yjcq"", ""tm-8zyq8qe4"", ""tm-3jv6cemc"", ""tm-iv4xh9vr"", ""tm-vverukbu""]"	"[""ange"", ""saint Jean"", ""église (architecture)"", ""livre"", ""croix"", ""ange de Smyrne"", ""reproche"", ""annonce"", ""don"", ""Smyrne""]"	006736.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006736.jpg	6736	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006736.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006736.jpg		['hérisson', 'château', 'moustique', 'balance', 'balance', 'balance', 'moustique', 'château', 'anatomie', 'moustique', 'mortier']	['tm-wqg2nktt', 'tm-kkotaquv', 'tm-g3shdfgs', 'tm-havgveuu', 'tm-mqvexyu4', 'tm-gkq8yjcq', 'tm-8zyq8qe4', 'tm-3jv6cemc', 'tm-iv4xh9vr', 'tm-vverukbu', '2', '3', '4', '8', '6', '9']	['église (architecture)', 'livre', 'croix', 'reproche', 'annonce', 'don']	église (architecture); livre; croix; reproche; annonce; don	['ange', 'saint Jean', 'Smyrne']	ange; saint Jean; Smyrne	[]		['ange de Smyrne']	ange de Smyrne	[]		[]		ange de Smyrne	6	ange de Smyrne	22.220081	0.22220081	1	2268	combat entre Judas Maccabée et les ennemis d'Israël	0.15231021
006766.jpg	tm-wqg2nktt;tm-6u6wwwq9;tm-garwvktz;tm-e6nmw8m2;tm-jfhjwnr5;tm-gb9xzs44;tm-xp8bg6f5;tm-7scx5zmd;tm-vxnrqoew;tm-6pbjxilu;tm-brda8tw3;tm-c4vyu5zq;tm-qucshbfi;tm-xqrthxrm	ange;clé;trompette;cinquième trompette de l'Apocalypse : sauterelles à tête humaine;fléau;musique;chute;sauterelle;scorpion;feu;fumée;lune (sphère céleste);étoile;soleil (sphère céleste)	"[""tm-wqg2nktt"", ""tm-6u6wwwq9"", ""tm-garwvktz"", ""tm-e6nmw8m2"", ""tm-jfhjwnr5"", ""tm-gb9xzs44"", ""tm-xp8bg6f5"", ""tm-7scx5zmd"", ""tm-vxnrqoew"", ""tm-6pbjxilu"", ""tm-brda8tw3"", ""tm-c4vyu5zq"", ""tm-qucshbfi"", ""tm-xqrthxrm""]"	"[""ange"", ""clé"", ""trompette"", ""cinquième trompette de l'Apocalypse : sauterelles à tête humaine"", ""fléau"", ""musique"", ""chute"", ""sauterelle"", ""scorpion"", ""feu"", ""fumée"", ""lune (sphère céleste)"", ""étoile"", ""soleil (sphère céleste)""]"	006766.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006766.jpg	6766	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006766.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006766.jpg		['hérisson', 'anatomie', 'anatomie', 'mortier', 'anatomie', 'balance', 'hérisson', 'juin', 'mortier', 'empalement', 'balance', 'anatomie', 'juin', 'tables de la loi', 'juin', 'anatomie', 'balance', 'château', 'moustique', 'juin']	['tm-wqg2nktt', 'tm-6u6wwwq9', 'tm-garwvktz', 'tm-e6nmw8m2', 'tm-jfhjwnr5', 'tm-gb9xzs44', 'tm-xp8bg6f5', 'tm-7scx5zmd', 'tm-vxnrqoew', 'tm-6pbjxilu', 'tm-brda8tw3', 'tm-c4vyu5zq', 'tm-qucshbfi', 'tm-xqrthxrm', '2', '6', '9', '8', '5', '44', '7', '3', '4']	['clé', 'fléau', 'musique', 'chute', 'feu', 'fumée']	clé; fléau; musique; chute; feu; fumée	['ange', 'trompette', 'sauterelle', 'scorpion', 'lune (sphère céleste)', 'étoile', 'soleil (sphère céleste)']	ange; trompette; sauterelle; scorpion; lune (sphère céleste); étoile; soleil (sphère céleste)	[]		"[""cinquième trompette de l'Apocalypse : sauterelles à tête humaine""]"	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	[]		[]		cinquième trompette de l'Apocalypse : sauterelles à tête humaine	6	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	20.185347	0.20185347	1	2048	combat entre saint Michel et le dragon de l'Apocalypse	0.26533532
006798.jpg	tm-wqg2nktt;tm-b5fpozqn;tm-3tmpspdf;tm-oo7jtili	ange;meule (outils et instruments divers);ange jetant une meule dans la mer;mer	"[""tm-wqg2nktt"", ""tm-b5fpozqn"", ""tm-3tmpspdf"", ""tm-oo7jtili""]"	"[""ange"", ""meule (outils et instruments divers)"", ""ange jetant une meule dans la mer"", ""mer""]"	006798.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006798.jpg	6798	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006798.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006798.jpg		['hérisson', 'juin', 'château', 'tables de la loi']	['tm-wqg2nktt', 'tm-b5fpozqn', 'tm-3tmpspdf', 'tm-oo7jtili', '2', '5', '3', '7']	['meule (outils et instruments divers)', 'mer']	meule (outils et instruments divers); mer	['ange']	ange	[]		['ange jetant une meule dans la mer']	ange jetant une meule dans la mer	[]		[]		ange jetant une meule dans la mer	6	ange jetant une meule dans la mer	14.688626	0.14688626	1	1591	Charles V le Sage	0.115084186
006982.jpg	tm-x7vsyub2;tm-fkjmdoj5;tm-anhzraqq;tm-hwbpfzqq;tm-xmz3snk2;tm-f4sqsvcv;tm-ramxaadu;tm-sgdxywfz;tm-cuqtzlfj;tm-ldwtdycz;tm-sjjzv77s;tm-acpsxfaz;tm-sz7srifg;tm-9kefvmxz;tm-wkexwfcz;tm-fmytavcm;tm-5xjmovwd;tm-of7dvbee;tm-xfrkgdxw;tm-85kszhc5;tm-g7bmu4fa;tm-pvhuamtf;tm-snfjrf73;tm-vwjgwqsn;tm-myxwnf2q;tm-zpykzvd3;tm-kancnlxz;tm-n9gz9tkh;tm-bqot6gte	Samuel;Isaïe;Esprit-Saint;Christ;prêtre;Vierge;saint Paul;saint Pierre;bâton;arcade;escalier;sceptre;couronne;siège (meuble);dais;phylactère;Vierge à l'enfant;prophétie;majesté;tempérance;chasteté;charité;vertu;prudence;pomme;colombe;lion;lionceau;main	"[""tm-x7vsyub2"", ""tm-fkjmdoj5"", ""tm-anhzraqq"", ""tm-hwbpfzqq"", ""tm-xmz3snk2"", ""tm-f4sqsvcv"", ""tm-ramxaadu"", ""tm-sgdxywfz"", ""tm-cuqtzlfj"", ""tm-ldwtdycz"", ""tm-sjjzv77s"", ""tm-acpsxfaz"", ""tm-sz7srifg"", ""tm-9kefvmxz"", ""tm-wkexwfcz"", ""tm-fmytavcm"", ""tm-5xjmovwd"", ""tm-of7dvbee"", ""tm-xfrkgdxw"", ""tm-85kszhc5"", ""tm-g7bmu4fa"", ""tm-pvhuamtf"", ""tm-snfjrf73"", ""tm-vwjgwqsn"", ""tm-myxwnf2q"", ""tm-zpykzvd3"", ""tm-kancnlxz"", ""tm-n9gz9tkh"", ""tm-bqot6gte""]"	"[""Samuel"", ""Isaïe"", ""Esprit-Saint"", ""Christ"", ""prêtre"", ""Vierge"", ""saint Paul"", ""saint Pierre"", ""bâton"", ""arcade"", ""escalier"", ""sceptre"", ""couronne"", ""siège (meuble)"", ""dais"", ""phylactère"", ""Vierge à l'enfant"", ""prophétie"", ""majesté"", ""tempérance"", ""chasteté"", ""charité"", ""vertu"", ""prudence"", ""pomme"", ""colombe"", ""lion"", ""lionceau"", ""main""]"	006982.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006982.jpg	6982	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006982.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006982.jpg		['tables de la loi', 'hérisson', 'juin', 'château', 'hérisson', 'moustique', 'châtiment', 'tables de la loi', 'mortier', 'juin', 'tables de la loi', 'lavement des mains', 'juin', 'tables de la loi', 'moustique', 'Philippe III le Hardi', 'hérisson', 'château', 'mortier', 'mortier', 'anatomie']	['tm-x7vsyub2', 'tm-fkjmdoj5', 'tm-anhzraqq', 'tm-hwbpfzqq', 'tm-xmz3snk2', 'tm-f4sqsvcv', 'tm-ramxaadu', 'tm-sgdxywfz', 'tm-cuqtzlfj', 'tm-ldwtdycz', 'tm-sjjzv77s', 'tm-acpsxfaz', 'tm-sz7srifg', 'tm-9kefvmxz', 'tm-wkexwfcz', 'tm-fmytavcm', 'tm-5xjmovwd', 'tm-of7dvbee', 'tm-xfrkgdxw', 'tm-85kszhc5', 'tm-g7bmu4fa', 'tm-pvhuamtf', 'tm-snfjrf73', 'tm-vwjgwqsn', 'tm-myxwnf2q', 'tm-zpykzvd3', 'tm-kancnlxz', 'tm-n9gz9tkh', 'tm-bqot6gte', '7', '2', '5', '3', '4', '77', '9', '85', '73', '6']	['Esprit-Saint', 'Christ', 'bâton', 'arcade', 'escalier', 'sceptre', 'couronne', 'siège (meuble)', 'dais', 'phylactère', 'prophétie', 'majesté', 'main']	Esprit-Saint; Christ; bâton; arcade; escalier; sceptre; couronne; siège (meuble); dais; phylactère; prophétie; majesté; main	['Samuel', 'Isaïe', 'prêtre', 'Vierge', 'saint Paul', 'saint Pierre', 'tempérance', 'chasteté', 'charité', 'vertu', 'prudence', 'pomme', 'colombe', 'lion', 'lionceau']	Samuel; Isaïe; prêtre; Vierge; saint Paul; saint Pierre; tempérance; chasteté; charité; vertu; prudence; pomme; colombe; lion; lionceau	[]		"[""Vierge à l'enfant""]"	Vierge à l'enfant	[]		[]		Vierge à l'enfant	6	Vierge à l'enfant	21.487753	0.21487753	1	2290	tabernacle	0.07955343
007048.jpg	tm-gptkmgvw;tm-ud7nglnr;tm-oiwvz2pj;tm-cuqtzlfj;tm-5vghyucs;tm-b72fb3ce;tm-efumv9dg;tm-6m8nrco5	Manoah;Samson;servante;bâton;architecture;naissance de Samson;naissance;nudité	"[""tm-gptkmgvw"", ""tm-ud7nglnr"", ""tm-oiwvz2pj"", ""tm-cuqtzlfj"", ""tm-5vghyucs"", ""tm-b72fb3ce"", ""tm-efumv9dg"", ""tm-6m8nrco5""]"	"[""Manoah"", ""Samson"", ""servante"", ""bâton"", ""architecture"", ""naissance de Samson"", ""naissance"", ""nudité""]"	007048.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007048.jpg	7048	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007048.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007048.jpg		['tables de la loi', 'hérisson', 'juin', 'sacrifice', 'château', 'mortier', 'anatomie', 'balance', 'juin']	['tm-gptkmgvw', 'tm-ud7nglnr', 'tm-oiwvz2pj', 'tm-cuqtzlfj', 'tm-5vghyucs', 'tm-b72fb3ce', 'tm-efumv9dg', 'tm-6m8nrco5', '7', '2', '5', '72', '3', '9', '6', '8']	['Manoah', 'Samson', 'bâton', 'architecture', 'naissance', 'nudité']	Manoah; Samson; bâton; architecture; naissance; nudité	['servante']	servante	[]		['naissance de Samson']	naissance de Samson	[]		[]		naissance de Samson	6	naissance de Samson	19.884876	0.19884875	1	1386	agneau divin et Christ tenant le livre	0.22091739
007073.jpg	tm-64nanm9z;tm-8zfuubny;tm-gqyjhanc;tm-jfduzhgg;tm-2vzflzsk;tm-xp8bg6f5;tm-6m8nrco5;tm-eqnskbnq	frères de Joseph;Joseph;puits;Joseph jeté dans le puits par ses frères;saisie;chute;nudité;arbre	"[""tm-64nanm9z"", ""tm-8zfuubny"", ""tm-gqyjhanc"", ""tm-jfduzhgg"", ""tm-2vzflzsk"", ""tm-xp8bg6f5"", ""tm-6m8nrco5"", ""tm-eqnskbnq""]"	"[""frères de Joseph"", ""Joseph"", ""puits"", ""Joseph jeté dans le puits par ses frères"", ""saisie"", ""chute"", ""nudité"", ""arbre""]"	007073.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007073.jpg	7073	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007073.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007073.jpg		['miracle', 'mortier', 'balance', 'hérisson', 'balance', 'anatomie', 'juin', 'anatomie', 'balance', 'juin']	['tm-64nanm9z', 'tm-8zfuubny', 'tm-gqyjhanc', 'tm-jfduzhgg', 'tm-2vzflzsk', 'tm-xp8bg6f5', 'tm-6m8nrco5', 'tm-eqnskbnq', '64', '9', '8', '2', '6', '5']	['frères de Joseph', 'puits', 'saisie', 'chute', 'nudité']	frères de Joseph; puits; saisie; chute; nudité	['Joseph', 'arbre']	Joseph; arbre	[]		['Joseph jeté dans le puits par ses frères']	Joseph jeté dans le puits par ses frères	[]		[]		Joseph jeté dans le puits par ses frères	6	Joseph jeté dans le puits par ses frères	19.366728	0.19366728	1	2298	crucifiement du Christ	0.11330441
007348.jpg	tm-4myuqnh9;tm-64nanm9z;tm-fpmjpxku;tm-mqrh7emy;tm-o22sq8nn;tm-tvxtxobh;tm-9kefvmxz;tm-wuzzflaw;tm-gbupbhko;tm-aluq87zb;tm-f7ixh9g3;tm-ogoyee2m;tm-schq8ksb;tm-yp7umyrf	Benjamin;frères de Joseph;Jacob;Juda;enfant;tour;siège (meuble);chariot;Jacob conduisant ses fils en Égypte;transport;départ;arrivée;voyage;âne	"[""tm-4myuqnh9"", ""tm-64nanm9z"", ""tm-fpmjpxku"", ""tm-mqrh7emy"", ""tm-o22sq8nn"", ""tm-tvxtxobh"", ""tm-9kefvmxz"", ""tm-wuzzflaw"", ""tm-gbupbhko"", ""tm-aluq87zb"", ""tm-f7ixh9g3"", ""tm-ogoyee2m"", ""tm-schq8ksb"", ""tm-yp7umyrf""]"	"[""Benjamin"", ""frères de Joseph"", ""Jacob"", ""Juda"", ""enfant"", ""tour"", ""siège (meuble)"", ""chariot"", ""Jacob conduisant ses fils en Égypte"", ""transport"", ""départ"", ""arrivée"", ""voyage"", ""âne""]"	007348.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007348.jpg	7348	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007348.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007348.jpg		['moustique', 'mortier', 'miracle', 'mortier', 'tables de la loi', 'os', 'balance', 'mortier', 'échange', 'tables de la loi', 'mortier', 'château', 'hérisson', 'balance', 'tables de la loi']	['tm-4myuqnh9', 'tm-64nanm9z', 'tm-fpmjpxku', 'tm-mqrh7emy', 'tm-o22sq8nn', 'tm-tvxtxobh', 'tm-9kefvmxz', 'tm-wuzzflaw', 'tm-gbupbhko', 'tm-aluq87zb', 'tm-f7ixh9g3', 'tm-ogoyee2m', 'tm-schq8ksb', 'tm-yp7umyrf', '4', '9', '64', '7', '22', '8', '87', '3', '2']	['Benjamin', 'frères de Joseph', 'Juda', 'tour', 'siège (meuble)', 'chariot', 'transport', 'départ', 'arrivée', 'voyage']	Benjamin; frères de Joseph; Juda; tour; siège (meuble); chariot; transport; départ; arrivée; voyage	['Jacob', 'enfant', 'âne']	Jacob; enfant; âne	[]		['Jacob conduisant ses fils en Égypte']	Jacob conduisant ses fils en Égypte	[]		[]		Jacob conduisant ses fils en Égypte	6	Jacob conduisant ses fils en Égypte	18.261028	0.18261029	1	2268	combat entre Judas Maccabée et les ennemis d'Israël	0.30069062
007459.jpg	tm-hwbpfzqq;tm-uquwzdzu;tm-5vghyucs;tm-be7ccsta;tm-havgveuu;tm-b629qdzx;tm-raszqepq;tm-t3eufvzb;tm-5f2s36gq;tm-eqnskbnq;tm-rp3feh4x;tm-6ndyhze8;tm-yeqsgfda;tm-dnucswtd;tm-s8lrbfwa;tm-umdqguzy	Christ;Satan;architecture;armoiries;livre;tentation du Christ;ordre;parole;tentation;arbre;fleur;désert;montagne;poil;aile;corne (corps humain et animal)	"[""tm-hwbpfzqq"", ""tm-uquwzdzu"", ""tm-5vghyucs"", ""tm-be7ccsta"", ""tm-havgveuu"", ""tm-b629qdzx"", ""tm-raszqepq"", ""tm-t3eufvzb"", ""tm-5f2s36gq"", ""tm-eqnskbnq"", ""tm-rp3feh4x"", ""tm-6ndyhze8"", ""tm-yeqsgfda"", ""tm-dnucswtd"", ""tm-s8lrbfwa"", ""tm-umdqguzy""]"	"[""Christ"", ""Satan"", ""architecture"", ""armoiries"", ""livre"", ""tentation du Christ"", ""ordre"", ""parole"", ""tentation"", ""arbre"", ""fleur"", ""désert"", ""montagne"", ""poil"", ""aile"", ""corne (corps humain et animal)""]"	007459.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007459.jpg	7459	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007459.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007459.jpg		['juin', 'tables de la loi', 'dragon', 'château', 'juin', 'hérisson', 'Noé plantant la vigne', 'château', 'moustique', 'anatomie', 'balance', 'balance']	['tm-hwbpfzqq', 'tm-uquwzdzu', 'tm-5vghyucs', 'tm-be7ccsta', 'tm-havgveuu', 'tm-b629qdzx', 'tm-raszqepq', 'tm-t3eufvzb', 'tm-5f2s36gq', 'tm-eqnskbnq', 'tm-rp3feh4x', 'tm-6ndyhze8', 'tm-yeqsgfda', 'tm-dnucswtd', 'tm-s8lrbfwa', 'tm-umdqguzy', '5', '7', '629', '3', '2', '36', '4', '6', '8']	['Christ', 'Satan', 'architecture', 'armoiries', 'livre', 'ordre', 'parole', 'tentation', 'désert', 'montagne', 'aile', 'corne (corps humain et animal)']	Christ; Satan; architecture; armoiries; livre; ordre; parole; tentation; désert; montagne; aile; corne (corps humain et animal)	['arbre', 'fleur', 'poil']	arbre; fleur; poil	[]		['tentation du Christ']	tentation du Christ	[]		[]		tentation du Christ	6	tentation du Christ	22.602371	0.2260237	1	2268	combat entre Judas Maccabée et les ennemis d'Israël	0.5714213
