Image	image_filename	image_path	all_timel_ids_str	level_5_n	level_5_ids_str	level_5_labels_str	level_6_n	level_6_ids_str	level_6_labels_str	timel_labels	timel_labels_list	timel_ids	timel_ids_list
006649.jpg	006649.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006649.jpg	tm-79hdsjl7; tm-f4sqsvcv; tm-bnphjku3; tm-padcd7om; tm-i94jpy9p; tm-ao9wtg4s; tm-2ujduhzq; 79; 7; 4; 3; 94; 9; 2	0			0			moine;Vierge;nappe;statue;autel;apparition;prière	"[""moine"", ""Vierge"", ""nappe"", ""statue"", ""autel"", ""apparition"", ""prière""]"	tm-79hdsjl7;tm-f4sqsvcv;tm-bnphjku3;tm-padcd7om;tm-i94jpy9p;tm-ao9wtg4s;tm-2ujduhzq	"[""tm-79hdsjl7"", ""tm-f4sqsvcv"", ""tm-bnphjku3"", ""tm-padcd7om"", ""tm-i94jpy9p"", ""tm-ao9wtg4s"", ""tm-2ujduhzq""]"
006677.jpg	006677.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006677.jpg	tm-hwbpfzqq; tm-f4sqsvcv; tm-5vghyucs; tm-5xjmovwd; tm-yvibsb3p; 4; 5; 3	0			1	tm-5xjmovwd	Vierge à l'enfant	Christ;Vierge;architecture;Vierge à l'enfant;paon	"[""Christ"", ""Vierge"", ""architecture"", ""Vierge à l'enfant"", ""paon""]"	tm-hwbpfzqq;tm-f4sqsvcv;tm-5vghyucs;tm-5xjmovwd;tm-yvibsb3p	"[""tm-hwbpfzqq"", ""tm-f4sqsvcv"", ""tm-5vghyucs"", ""tm-5xjmovwd"", ""tm-yvibsb3p""]"
006708.jpg	006708.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006708.jpg	tm-wqg2nktt; tm-gxsm3dcv; tm-l2zebbrf; tm-ldwtdycz; tm-havgveuu; tm-soyfpgzg; tm-gmnrb6ga; 2; 3; 6	0			0			ange;saint Marc zoomorphe;colonne;arcade;livre;présentation;coq	"[""ange"", ""saint Marc zoomorphe"", ""colonne"", ""arcade"", ""livre"", ""présentation"", ""coq""]"	tm-wqg2nktt;tm-gxsm3dcv;tm-l2zebbrf;tm-ldwtdycz;tm-havgveuu;tm-soyfpgzg;tm-gmnrb6ga	"[""tm-wqg2nktt"", ""tm-gxsm3dcv"", ""tm-l2zebbrf"", ""tm-ldwtdycz"", ""tm-havgveuu"", ""tm-soyfpgzg"", ""tm-gmnrb6ga""]"
006736.jpg	006736.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006736.jpg	tm-wqg2nktt; tm-kkotaquv; tm-g3shdfgs; tm-havgveuu; tm-mqvexyu4; tm-gkq8yjcq; tm-8zyq8qe4; tm-3jv6cemc; tm-iv4xh9vr; tm-vverukbu; 2; 3; 4; 8; 6; 9	0			1	tm-gkq8yjcq	ange de Smyrne	ange;saint Jean;église (architecture);livre;croix;ange de Smyrne;reproche;annonce;don;Smyrne	"[""ange"", ""saint Jean"", ""église (architecture)"", ""livre"", ""croix"", ""ange de Smyrne"", ""reproche"", ""annonce"", ""don"", ""Smyrne""]"	tm-wqg2nktt;tm-kkotaquv;tm-g3shdfgs;tm-havgveuu;tm-mqvexyu4;tm-gkq8yjcq;tm-8zyq8qe4;tm-3jv6cemc;tm-iv4xh9vr;tm-vverukbu	"[""tm-wqg2nktt"", ""tm-kkotaquv"", ""tm-g3shdfgs"", ""tm-havgveuu"", ""tm-mqvexyu4"", ""tm-gkq8yjcq"", ""tm-8zyq8qe4"", ""tm-3jv6cemc"", ""tm-iv4xh9vr"", ""tm-vverukbu""]"
006766.jpg	006766.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006766.jpg	tm-wqg2nktt; tm-6u6wwwq9; tm-garwvktz; tm-e6nmw8m2; tm-jfhjwnr5; tm-gb9xzs44; tm-xp8bg6f5; tm-7scx5zmd; tm-vxnrqoew; tm-6pbjxilu; tm-brda8tw3; tm-c4vyu5zq; tm-qucshbfi; tm-xqrthxrm; 2; 6; 9; 8; 5; 44; 7; 3; 4	0			1	tm-e6nmw8m2	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	ange;clé;trompette;cinquième trompette de l'Apocalypse : sauterelles à tête humaine;fléau;musique;chute;sauterelle;scorpion;feu;fumée;lune (sphère céleste);étoile;soleil (sphère céleste)	"[""ange"", ""clé"", ""trompette"", ""cinquième trompette de l'Apocalypse : sauterelles à tête humaine"", ""fléau"", ""musique"", ""chute"", ""sauterelle"", ""scorpion"", ""feu"", ""fumée"", ""lune (sphère céleste)"", ""étoile"", ""soleil (sphère céleste)""]"	tm-wqg2nktt;tm-6u6wwwq9;tm-garwvktz;tm-e6nmw8m2;tm-jfhjwnr5;tm-gb9xzs44;tm-xp8bg6f5;tm-7scx5zmd;tm-vxnrqoew;tm-6pbjxilu;tm-brda8tw3;tm-c4vyu5zq;tm-qucshbfi;tm-xqrthxrm	"[""tm-wqg2nktt"", ""tm-6u6wwwq9"", ""tm-garwvktz"", ""tm-e6nmw8m2"", ""tm-jfhjwnr5"", ""tm-gb9xzs44"", ""tm-xp8bg6f5"", ""tm-7scx5zmd"", ""tm-vxnrqoew"", ""tm-6pbjxilu"", ""tm-brda8tw3"", ""tm-c4vyu5zq"", ""tm-qucshbfi"", ""tm-xqrthxrm""]"
006798.jpg	006798.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006798.jpg	tm-wqg2nktt; tm-b5fpozqn; tm-3tmpspdf; tm-oo7jtili; 2; 5; 3; 7	0			1	tm-3tmpspdf	ange jetant une meule dans la mer	ange;meule (outils et instruments divers);ange jetant une meule dans la mer;mer	"[""ange"", ""meule (outils et instruments divers)"", ""ange jetant une meule dans la mer"", ""mer""]"	tm-wqg2nktt;tm-b5fpozqn;tm-3tmpspdf;tm-oo7jtili	"[""tm-wqg2nktt"", ""tm-b5fpozqn"", ""tm-3tmpspdf"", ""tm-oo7jtili""]"
006833.jpg	006833.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006833.jpg	tm-hwbpfzqq; tm-tve3eqd6; tm-wqg2nktt; tm-tbbqwzfn; tm-kkotaquv; tm-yjcvnnjh; tm-9kefvmxz; tm-fmytavcm; tm-ufpdajh6; tm-2ujduhzq; tm-3axmqq3f; tm-kqw7yngn; tm-qucshbfi; tm-hywxiizx; tm-s8lrbfwa; 3; 6; 2; 9; 7; 8	0			0			Christ;séraphin;ange;dominicain;saint Jean;échelle;siège (meuble);phylactère;vision;prière;sommeil;Paradis;étoile;ciel;aile	"[""Christ"", ""séraphin"", ""ange"", ""dominicain"", ""saint Jean"", ""échelle"", ""siège (meuble)"", ""phylactère"", ""vision"", ""prière"", ""sommeil"", ""Paradis"", ""étoile"", ""ciel"", ""aile""]"	tm-hwbpfzqq;tm-tve3eqd6;tm-wqg2nktt;tm-tbbqwzfn;tm-kkotaquv;tm-yjcvnnjh;tm-9kefvmxz;tm-fmytavcm;tm-ufpdajh6;tm-2ujduhzq;tm-3axmqq3f;tm-kqw7yngn;tm-qucshbfi;tm-hywxiizx;tm-s8lrbfwa	"[""tm-hwbpfzqq"", ""tm-tve3eqd6"", ""tm-wqg2nktt"", ""tm-tbbqwzfn"", ""tm-kkotaquv"", ""tm-yjcvnnjh"", ""tm-9kefvmxz"", ""tm-fmytavcm"", ""tm-ufpdajh6"", ""tm-2ujduhzq"", ""tm-3axmqq3f"", ""tm-kqw7yngn"", ""tm-qucshbfi"", ""tm-hywxiizx"", ""tm-s8lrbfwa""]"
006860.jpg	006860.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006860.jpg	tm-9hpfvphg; tm-mh4md8ft; tm-vkekjzsk; tm-r8hvkhb9; tm-a6ucn2ky; tm-soyfpgzg; tm-rp3feh4x; tm-xsexmezs; 9; 4; 8; 6; 2; 3	0			0			Convoitise;ceinture;porte;coffre;bourse;présentation;fleur;pré	"[""Convoitise"", ""ceinture"", ""porte"", ""coffre"", ""bourse"", ""présentation"", ""fleur"", ""pré""]"	tm-9hpfvphg;tm-mh4md8ft;tm-vkekjzsk;tm-r8hvkhb9;tm-a6ucn2ky;tm-soyfpgzg;tm-rp3feh4x;tm-xsexmezs	"[""tm-9hpfvphg"", ""tm-mh4md8ft"", ""tm-vkekjzsk"", ""tm-r8hvkhb9"", ""tm-a6ucn2ky"", ""tm-soyfpgzg"", ""tm-rp3feh4x"", ""tm-xsexmezs""]"
006884.jpg	006884.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006884.jpg	tm-wmwcnbmj; tm-bixq2gai; tm-qkgdmj45; tm-nbx9bzha; tm-vkekjzsk; tm-a6ucn2ky; tm-hddc4hiq; tm-kancnlxz; 2; 45; 9; 6; 4	0			0			Pitié;Bel-Accueil;Franchise;vêtement;porte;bourse;rencontre;lion	"[""Pitié"", ""Bel-Accueil"", ""Franchise"", ""vêtement"", ""porte"", ""bourse"", ""rencontre"", ""lion""]"	tm-wmwcnbmj;tm-bixq2gai;tm-qkgdmj45;tm-nbx9bzha;tm-vkekjzsk;tm-a6ucn2ky;tm-hddc4hiq;tm-kancnlxz	"[""tm-wmwcnbmj"", ""tm-bixq2gai"", ""tm-qkgdmj45"", ""tm-nbx9bzha"", ""tm-vkekjzsk"", ""tm-a6ucn2ky"", ""tm-hddc4hiq"", ""tm-kancnlxz""]"
006907.jpg	006907.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006907.jpg	tm-nffdauzt; tm-2b8xmpjy; tm-5bpqktou; tm-8v4yecyx; tm-9kefvmxz; tm-v4tpboqn; tm-t3eufvzb; tm-hseqxbxc; 2; 8; 5; 4; 9; 3	0			0			couple;quenouille;fil;fenêtre;siège (meuble);table;parole;filage	"[""couple"", ""quenouille"", ""fil"", ""fenêtre"", ""siège (meuble)"", ""table"", ""parole"", ""filage""]"	tm-nffdauzt;tm-2b8xmpjy;tm-5bpqktou;tm-8v4yecyx;tm-9kefvmxz;tm-v4tpboqn;tm-t3eufvzb;tm-hseqxbxc	"[""tm-nffdauzt"", ""tm-2b8xmpjy"", ""tm-5bpqktou"", ""tm-8v4yecyx"", ""tm-9kefvmxz"", ""tm-v4tpboqn"", ""tm-t3eufvzb"", ""tm-hseqxbxc""]"
006931.jpg	006931.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006931.jpg	tm-j9zhmswq; tm-qkgdmj45; tm-fcdsbjnr; tm-brqtzl8a; tm-dc7waxyt; tm-ivsdfebq; tm-qpyshudm; tm-ywslclwf; tm-zdcg2u42; tm-eqnskbnq; tm-vwtmvvfn; 9; 45; 8; 7; 2; 42	0			0			Danger;Franchise;couronne végétale;lance;massue;épée;armure;chevauchée;combat;arbre;cheval	"[""Danger"", ""Franchise"", ""couronne végétale"", ""lance"", ""massue"", ""épée"", ""armure"", ""chevauchée"", ""combat"", ""arbre"", ""cheval""]"	tm-j9zhmswq;tm-qkgdmj45;tm-fcdsbjnr;tm-brqtzl8a;tm-dc7waxyt;tm-ivsdfebq;tm-qpyshudm;tm-ywslclwf;tm-zdcg2u42;tm-eqnskbnq;tm-vwtmvvfn	"[""tm-j9zhmswq"", ""tm-qkgdmj45"", ""tm-fcdsbjnr"", ""tm-brqtzl8a"", ""tm-dc7waxyt"", ""tm-ivsdfebq"", ""tm-qpyshudm"", ""tm-ywslclwf"", ""tm-zdcg2u42"", ""tm-eqnskbnq"", ""tm-vwtmvvfn""]"
006958.jpg	006958.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006958.jpg	tm-plrrtcuh; tm-nbx9bzha; tm-vkekjzsk; tm-9x4gnbhy; tm-yvibsb3p; tm-s8lrbfwa; 9; 4; 3; 8	0			0			crochet;vêtement;porte;habillage;paon;aile	"[""crochet"", ""vêtement"", ""porte"", ""habillage"", ""paon"", ""aile""]"	tm-plrrtcuh;tm-nbx9bzha;tm-vkekjzsk;tm-9x4gnbhy;tm-yvibsb3p;tm-s8lrbfwa	"[""tm-plrrtcuh"", ""tm-nbx9bzha"", ""tm-vkekjzsk"", ""tm-9x4gnbhy"", ""tm-yvibsb3p"", ""tm-s8lrbfwa""]"
006982.jpg	006982.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006982.jpg	tm-x7vsyub2; tm-fkjmdoj5; tm-anhzraqq; tm-hwbpfzqq; tm-xmz3snk2; tm-f4sqsvcv; tm-ramxaadu; tm-sgdxywfz; tm-cuqtzlfj; tm-ldwtdycz; tm-sjjzv77s; tm-acpsxfaz; tm-sz7srifg; tm-9kefvmxz; tm-wkexwfcz; tm-fmytavcm; tm-5xjmovwd; tm-of7dvbee; tm-xfrkgdxw; tm-85kszhc5; tm-g7bmu4fa; tm-pvhuamtf; tm-snfjrf73; tm-vwjgwqsn; tm-myxwnf2q; tm-zpykzvd3; tm-kancnlxz; tm-n9gz9tkh; tm-bqot6gte; 7; 2; 5; 3; 4; 77; 9; 85; 73; 6	0			1	tm-5xjmovwd	Vierge à l'enfant	Samuel;Isaïe;Esprit-Saint;Christ;prêtre;Vierge;saint Paul;saint Pierre;bâton;arcade;escalier;sceptre;couronne;siège (meuble);dais;phylactère;Vierge à l'enfant;prophétie;majesté;tempérance;chasteté;charité;vertu;prudence;pomme;colombe;lion;lionceau;main	"[""Samuel"", ""Isaïe"", ""Esprit-Saint"", ""Christ"", ""prêtre"", ""Vierge"", ""saint Paul"", ""saint Pierre"", ""bâton"", ""arcade"", ""escalier"", ""sceptre"", ""couronne"", ""siège (meuble)"", ""dais"", ""phylactère"", ""Vierge à l'enfant"", ""prophétie"", ""majesté"", ""tempérance"", ""chasteté"", ""charité"", ""vertu"", ""prudence"", ""pomme"", ""colombe"", ""lion"", ""lionceau"", ""main""]"	tm-x7vsyub2;tm-fkjmdoj5;tm-anhzraqq;tm-hwbpfzqq;tm-xmz3snk2;tm-f4sqsvcv;tm-ramxaadu;tm-sgdxywfz;tm-cuqtzlfj;tm-ldwtdycz;tm-sjjzv77s;tm-acpsxfaz;tm-sz7srifg;tm-9kefvmxz;tm-wkexwfcz;tm-fmytavcm;tm-5xjmovwd;tm-of7dvbee;tm-xfrkgdxw;tm-85kszhc5;tm-g7bmu4fa;tm-pvhuamtf;tm-snfjrf73;tm-vwjgwqsn;tm-myxwnf2q;tm-zpykzvd3;tm-kancnlxz;tm-n9gz9tkh;tm-bqot6gte	"[""tm-x7vsyub2"", ""tm-fkjmdoj5"", ""tm-anhzraqq"", ""tm-hwbpfzqq"", ""tm-xmz3snk2"", ""tm-f4sqsvcv"", ""tm-ramxaadu"", ""tm-sgdxywfz"", ""tm-cuqtzlfj"", ""tm-ldwtdycz"", ""tm-sjjzv77s"", ""tm-acpsxfaz"", ""tm-sz7srifg"", ""tm-9kefvmxz"", ""tm-wkexwfcz"", ""tm-fmytavcm"", ""tm-5xjmovwd"", ""tm-of7dvbee"", ""tm-xfrkgdxw"", ""tm-85kszhc5"", ""tm-g7bmu4fa"", ""tm-pvhuamtf"", ""tm-snfjrf73"", ""tm-vwjgwqsn"", ""tm-myxwnf2q"", ""tm-zpykzvd3"", ""tm-kancnlxz"", ""tm-n9gz9tkh"", ""tm-bqot6gte""]"
007048.jpg	007048.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007048.jpg	tm-gptkmgvw; tm-ud7nglnr; tm-oiwvz2pj; tm-cuqtzlfj; tm-5vghyucs; tm-b72fb3ce; tm-efumv9dg; tm-6m8nrco5; 7; 2; 5; 72; 3; 9; 6; 8	0			1	tm-b72fb3ce	naissance de Samson	Manoah;Samson;servante;bâton;architecture;naissance de Samson;naissance;nudité	"[""Manoah"", ""Samson"", ""servante"", ""bâton"", ""architecture"", ""naissance de Samson"", ""naissance"", ""nudité""]"	tm-gptkmgvw;tm-ud7nglnr;tm-oiwvz2pj;tm-cuqtzlfj;tm-5vghyucs;tm-b72fb3ce;tm-efumv9dg;tm-6m8nrco5	"[""tm-gptkmgvw"", ""tm-ud7nglnr"", ""tm-oiwvz2pj"", ""tm-cuqtzlfj"", ""tm-5vghyucs"", ""tm-b72fb3ce"", ""tm-efumv9dg"", ""tm-6m8nrco5""]"
007073.jpg	007073.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007073.jpg	tm-64nanm9z; tm-8zfuubny; tm-gqyjhanc; tm-jfduzhgg; tm-2vzflzsk; tm-xp8bg6f5; tm-6m8nrco5; tm-eqnskbnq; 64; 9; 8; 2; 6; 5	0			1	tm-jfduzhgg	Joseph jeté dans le puits par ses frères	frères de Joseph;Joseph;puits;Joseph jeté dans le puits par ses frères;saisie;chute;nudité;arbre	"[""frères de Joseph"", ""Joseph"", ""puits"", ""Joseph jeté dans le puits par ses frères"", ""saisie"", ""chute"", ""nudité"", ""arbre""]"	tm-64nanm9z;tm-8zfuubny;tm-gqyjhanc;tm-jfduzhgg;tm-2vzflzsk;tm-xp8bg6f5;tm-6m8nrco5;tm-eqnskbnq	"[""tm-64nanm9z"", ""tm-8zfuubny"", ""tm-gqyjhanc"", ""tm-jfduzhgg"", ""tm-2vzflzsk"", ""tm-xp8bg6f5"", ""tm-6m8nrco5"", ""tm-eqnskbnq""]"
007098.jpg	007098.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007098.jpg	tm-ezdizhcw; tm-wqg2nktt; tm-pckqoivq; tm-rfthrkth; tm-4sgatl2w; tm-xcfklbqt; tm-plrrtcuh; tm-ufpdajh6; tm-efvqujfg; tm-rgwb9h3s; tm-6m8nrco5; tm-43nkeriq; tm-mg4wybom; tm-6pbjxilu; tm-b8j3oono; tm-sq7sjs5l; tm-vhj2urqn; tm-n9nxyvv8; tm-txhjag8y; tm-yeqsgfda; 2; 4; 6; 9; 3; 8; 5; 43; 7	0			0			Diable;ange;damné;âme;hérétique;impie;crochet;vision;guide;spectacle;nudité;châtiment;Enfer;feu;ténèbre;glace;eau;lac;rocher;montagne	"[""Diable"", ""ange"", ""damné"", ""âme"", ""hérétique"", ""impie"", ""crochet"", ""vision"", ""guide"", ""spectacle"", ""nudité"", ""châtiment"", ""Enfer"", ""feu"", ""ténèbre"", ""glace"", ""eau"", ""lac"", ""rocher"", ""montagne""]"	tm-ezdizhcw;tm-wqg2nktt;tm-pckqoivq;tm-rfthrkth;tm-4sgatl2w;tm-xcfklbqt;tm-plrrtcuh;tm-ufpdajh6;tm-efvqujfg;tm-rgwb9h3s;tm-6m8nrco5;tm-43nkeriq;tm-mg4wybom;tm-6pbjxilu;tm-b8j3oono;tm-sq7sjs5l;tm-vhj2urqn;tm-n9nxyvv8;tm-txhjag8y;tm-yeqsgfda	"[""tm-ezdizhcw"", ""tm-wqg2nktt"", ""tm-pckqoivq"", ""tm-rfthrkth"", ""tm-4sgatl2w"", ""tm-xcfklbqt"", ""tm-plrrtcuh"", ""tm-ufpdajh6"", ""tm-efvqujfg"", ""tm-rgwb9h3s"", ""tm-6m8nrco5"", ""tm-43nkeriq"", ""tm-mg4wybom"", ""tm-6pbjxilu"", ""tm-b8j3oono"", ""tm-sq7sjs5l"", ""tm-vhj2urqn"", ""tm-n9nxyvv8"", ""tm-txhjag8y"", ""tm-yeqsgfda""]"
007122.jpg	007122.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007122.jpg	tm-wktqwi7w; tm-pggyeffj; 7	0			0			Josué;Hébreu	"[""Josué"", ""Hébreu""]"	tm-wktqwi7w;tm-pggyeffj	"[""tm-wktqwi7w"", ""tm-pggyeffj""]"
007154.jpg	007154.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007154.jpg	tm-fkjmdoj5; tm-xealmd2j; tm-msrzrwxs; tm-ourzz25h; tm-3axmqq3f; tm-c8mjlvgq; tm-bqscor5q; tm-hvmbbgkw; 5; 2; 25; 3; 8	0			0			Isaïe;prophète;Dieu;lit;sommeil;songe;oiseau;nuée	"[""Isaïe"", ""prophète"", ""Dieu"", ""lit"", ""sommeil"", ""songe"", ""oiseau"", ""nuée""]"	tm-fkjmdoj5;tm-xealmd2j;tm-msrzrwxs;tm-ourzz25h;tm-3axmqq3f;tm-c8mjlvgq;tm-bqscor5q;tm-hvmbbgkw	"[""tm-fkjmdoj5"", ""tm-xealmd2j"", ""tm-msrzrwxs"", ""tm-ourzz25h"", ""tm-3axmqq3f"", ""tm-c8mjlvgq"", ""tm-bqscor5q"", ""tm-hvmbbgkw""]"
007184.jpg	007184.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007184.jpg	tm-dzl7mvhj; 7	0			0			dragon	"[""dragon""]"	tm-dzl7mvhj	"[""tm-dzl7mvhj""]"
007228.jpg	007228.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007228.jpg	tm-dlnyl5hq; tm-sybtvdut; tm-5k7jsvqx; tm-h5p48lfk; tm-veuriuen; tm-4cwcjdbv; tm-acpsxfaz; tm-9kefvmxz; tm-hjqocvkx; tm-raszqepq; tm-f7ixh9g3; tm-vwtmvvfn; 5; 7; 48; 4; 9; 3	0			0			Nabuchodonosor;Holopherne;cavalier;soldat;conseiller;monstre;sceptre;siège (meuble);arme;ordre;départ;cheval	"[""Nabuchodonosor"", ""Holopherne"", ""cavalier"", ""soldat"", ""conseiller"", ""monstre"", ""sceptre"", ""siège (meuble)"", ""arme"", ""ordre"", ""départ"", ""cheval""]"	tm-dlnyl5hq;tm-sybtvdut;tm-5k7jsvqx;tm-h5p48lfk;tm-veuriuen;tm-4cwcjdbv;tm-acpsxfaz;tm-9kefvmxz;tm-hjqocvkx;tm-raszqepq;tm-f7ixh9g3;tm-vwtmvvfn	"[""tm-dlnyl5hq"", ""tm-sybtvdut"", ""tm-5k7jsvqx"", ""tm-h5p48lfk"", ""tm-veuriuen"", ""tm-4cwcjdbv"", ""tm-acpsxfaz"", ""tm-9kefvmxz"", ""tm-hjqocvkx"", ""tm-raszqepq"", ""tm-f7ixh9g3"", ""tm-vwtmvvfn""]"
007312.jpg	007312.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007312.jpg	tm-zuecdty7; tm-9kefvmxz; tm-gpudcb9k; tm-havgveuu; tm-9dakjs3w; tm-brrjh38g; tm-zh6hypif; tm-qucshbfi; 7; 9; 3; 38; 6	0			0			clerc;siège (meuble);pupitre;livre;enseignement;astronomie;lapin;étoile	"[""clerc"", ""siège (meuble)"", ""pupitre"", ""livre"", ""enseignement"", ""astronomie"", ""lapin"", ""étoile""]"	tm-zuecdty7;tm-9kefvmxz;tm-gpudcb9k;tm-havgveuu;tm-9dakjs3w;tm-brrjh38g;tm-zh6hypif;tm-qucshbfi	"[""tm-zuecdty7"", ""tm-9kefvmxz"", ""tm-gpudcb9k"", ""tm-havgveuu"", ""tm-9dakjs3w"", ""tm-brrjh38g"", ""tm-zh6hypif"", ""tm-qucshbfi""]"
007348.jpg	007348.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007348.jpg	tm-4myuqnh9; tm-64nanm9z; tm-fpmjpxku; tm-mqrh7emy; tm-o22sq8nn; tm-tvxtxobh; tm-9kefvmxz; tm-wuzzflaw; tm-gbupbhko; tm-aluq87zb; tm-f7ixh9g3; tm-ogoyee2m; tm-schq8ksb; tm-yp7umyrf; 4; 9; 64; 7; 22; 8; 87; 3; 2	0			1	tm-gbupbhko	Jacob conduisant ses fils en Égypte	Benjamin;frères de Joseph;Jacob;Juda;enfant;tour;siège (meuble);chariot;Jacob conduisant ses fils en Égypte;transport;départ;arrivée;voyage;âne	"[""Benjamin"", ""frères de Joseph"", ""Jacob"", ""Juda"", ""enfant"", ""tour"", ""siège (meuble)"", ""chariot"", ""Jacob conduisant ses fils en Égypte"", ""transport"", ""départ"", ""arrivée"", ""voyage"", ""âne""]"	tm-4myuqnh9;tm-64nanm9z;tm-fpmjpxku;tm-mqrh7emy;tm-o22sq8nn;tm-tvxtxobh;tm-9kefvmxz;tm-wuzzflaw;tm-gbupbhko;tm-aluq87zb;tm-f7ixh9g3;tm-ogoyee2m;tm-schq8ksb;tm-yp7umyrf	"[""tm-4myuqnh9"", ""tm-64nanm9z"", ""tm-fpmjpxku"", ""tm-mqrh7emy"", ""tm-o22sq8nn"", ""tm-tvxtxobh"", ""tm-9kefvmxz"", ""tm-wuzzflaw"", ""tm-gbupbhko"", ""tm-aluq87zb"", ""tm-f7ixh9g3"", ""tm-ogoyee2m"", ""tm-schq8ksb"", ""tm-yp7umyrf""]"
007386.jpg	007386.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007386.jpg	tm-5vghyucs; tm-quabd8ga; tm-tvxtxobh; tm-59lgwa9m; tm-uqnfdgqd; 5; 8; 59; 9	0			0			architecture;fortification;tour;chien;loup	"[""architecture"", ""fortification"", ""tour"", ""chien"", ""loup""]"	tm-5vghyucs;tm-quabd8ga;tm-tvxtxobh;tm-59lgwa9m;tm-uqnfdgqd	"[""tm-5vghyucs"", ""tm-quabd8ga"", ""tm-tvxtxobh"", ""tm-59lgwa9m"", ""tm-uqnfdgqd""]"
007434.jpg	007434.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007434.jpg	tm-eqnskbnq; tm-sxrufcws	0			0			arbre;vigne	"[""arbre"", ""vigne""]"	tm-eqnskbnq;tm-sxrufcws	"[""tm-eqnskbnq"", ""tm-sxrufcws""]"
007459.jpg	007459.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007459.jpg	tm-hwbpfzqq; tm-uquwzdzu; tm-5vghyucs; tm-be7ccsta; tm-havgveuu; tm-b629qdzx; tm-raszqepq; tm-t3eufvzb; tm-5f2s36gq; tm-eqnskbnq; tm-rp3feh4x; tm-6ndyhze8; tm-yeqsgfda; tm-dnucswtd; tm-s8lrbfwa; tm-umdqguzy; 5; 7; 629; 3; 2; 36; 4; 6; 8	0			1	tm-b629qdzx	tentation du Christ	Christ;Satan;architecture;armoiries;livre;tentation du Christ;ordre;parole;tentation;arbre;fleur;désert;montagne;poil;aile;corne (corps humain et animal)	"[""Christ"", ""Satan"", ""architecture"", ""armoiries"", ""livre"", ""tentation du Christ"", ""ordre"", ""parole"", ""tentation"", ""arbre"", ""fleur"", ""désert"", ""montagne"", ""poil"", ""aile"", ""corne (corps humain et animal)""]"	tm-hwbpfzqq;tm-uquwzdzu;tm-5vghyucs;tm-be7ccsta;tm-havgveuu;tm-b629qdzx;tm-raszqepq;tm-t3eufvzb;tm-5f2s36gq;tm-eqnskbnq;tm-rp3feh4x;tm-6ndyhze8;tm-yeqsgfda;tm-dnucswtd;tm-s8lrbfwa;tm-umdqguzy	"[""tm-hwbpfzqq"", ""tm-uquwzdzu"", ""tm-5vghyucs"", ""tm-be7ccsta"", ""tm-havgveuu"", ""tm-b629qdzx"", ""tm-raszqepq"", ""tm-t3eufvzb"", ""tm-5f2s36gq"", ""tm-eqnskbnq"", ""tm-rp3feh4x"", ""tm-6ndyhze8"", ""tm-yeqsgfda"", ""tm-dnucswtd"", ""tm-s8lrbfwa"", ""tm-umdqguzy""]"
